DOCUMENT_ID,TITULO,DOMINIO,TIPO_DOCUMENTO,FONTE,DOENCA,ANO,CODIGO_UF,UF_NOME,LOCALIZACAO,SEMANA_INICIAL,SEMANA_FINAL,TOTAL_SEMANAS,ARQUIVO_JSON,ARQUIVO_MARKDOWN,MARKDOWN_EXISTE
SINAN_DENGUE_2026_GEOGRAFICO_14,Distribuição geográfica dos registros de dengue em Roraima — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,14.0,Roraima,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_14.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_14.md,True
SINAN_DENGUE_2026_GEOGRAFICO_15,Distribuição geográfica dos registros de dengue em Pará — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,15.0,Pará,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_15.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_15.md,True
SINAN_DENGUE_2026_GEOGRAFICO_16,Distribuição geográfica dos registros de dengue em Amapá — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,16.0,Amapá,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_16.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_16.md,True
SINAN_DENGUE_2026_GEOGRAFICO_17,Distribuição geográfica dos registros de dengue em Tocantins — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,17.0,Tocantins,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_17.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_17.md,True
SINAN_DENGUE_2026_GEOGRAFICO_21,Distribuição geográfica dos registros de dengue em Maranhão — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,21.0,Maranhão,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_21.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_21.md,True
SINAN_DENGUE_2026_GEOGRAFICO_22,Distribuição geográfica dos registros de dengue em Piauí — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,22.0,Piauí,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_22.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_22.md,True
SINAN_DENGUE_2026_GEOGRAFICO_23,Distribuição geográfica dos registros de dengue em Ceará — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,23.0,Ceará,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_23.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_23.md,True
SINAN_DENGUE_2026_GEOGRAFICO_24,Distribuição geográfica dos registros de dengue em Rio Grande do Norte — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,24.0,Rio Grande do Norte,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_24.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_24.md,True
SINAN_DENGUE_2026_GEOGRAFICO_25,Distribuição geográfica dos registros de dengue em Paraíba — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,25.0,Paraíba,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_25.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_25.md,True
SINAN_DENGUE_2026_GEOGRAFICO_26,Distribuição geográfica dos registros de dengue em Pernambuco — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,26.0,Pernambuco,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_26.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_26.md,True
SINAN_DENGUE_2026_GEOGRAFICO_27,Distribuição geográfica dos registros de dengue em Alagoas — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,27.0,Alagoas,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_27.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_27.md,True
SINAN_DENGUE_2026_GEOGRAFICO_28,Distribuição geográfica dos registros de dengue em Sergipe — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,28.0,Sergipe,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_28.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_28.md,True
SINAN_DENGUE_2026_GEOGRAFICO_29,Distribuição geográfica dos registros de dengue em Bahia — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,29.0,Bahia,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_29.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_29.md,True
SINAN_DENGUE_2026_GEOGRAFICO_31,Distribuição geográfica dos registros de dengue em Minas Gerais — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,31.0,Minas Gerais,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_31.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_31.md,True
SINAN_DENGUE_2026_GEOGRAFICO_32,Distribuição geográfica dos registros de dengue em Espírito Santo — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,32.0,Espírito Santo,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_32.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_32.md,True
SINAN_DENGUE_2026_GEOGRAFICO_33,Distribuição geográfica dos registros de dengue em Rio de Janeiro — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,33.0,Rio de Janeiro,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_33.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_33.md,True
SINAN_DENGUE_2026_GEOGRAFICO_35,Distribuição geográfica dos registros de dengue em São Paulo — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,35.0,São Paulo,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_35.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_35.md,True
SINAN_DENGUE_2026_GEOGRAFICO_41,Distribuição geográfica dos registros de dengue em Paraná — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,41.0,Paraná,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_41.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_41.md,True
SINAN_DENGUE_2026_GEOGRAFICO_42,Distribuição geográfica dos registros de dengue em Santa Catarina — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,42.0,Santa Catarina,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_42.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_42.md,True
SINAN_DENGUE_2026_GEOGRAFICO_43,Distribuição geográfica dos registros de dengue em Rio Grande do Sul — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,43.0,Rio Grande do Sul,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_43.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_43.md,True
SINAN_DENGUE_2026_GEOGRAFICO_50,Distribuição geográfica dos registros de dengue em Mato Grosso do Sul — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,50.0,Mato Grosso do Sul,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_50.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_50.md,True
SINAN_DENGUE_2026_GEOGRAFICO_51,Distribuição geográfica dos registros de dengue em Mato Grosso — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,51.0,Mato Grosso,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_51.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_51.md,True
SINAN_DENGUE_2026_GEOGRAFICO_52,Distribuição geográfica dos registros de dengue em Goiás — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,52.0,Goiás,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_52.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_52.md,True
SINAN_DENGUE_2026_GEOGRAFICO_53,Distribuição geográfica dos registros de dengue em Distrito Federal — 2026,geografico,distribuicao_geografica_uf,SINAN,dengue,2026,53.0,Distrito Federal,,1.0,34.0,34.0,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_53.json,geograficos/distribuicao_por_uf/sinan_dengue_2026_geografico_53.md,True
SINAN_DENGUE_2026_GEOGRAFICO_BRASIL,Panorama geográfico dos registros de dengue no Brasil — 2026,geografico,panorama_geografico_nacional,SINAN,dengue,2026,,,,1.0,34.0,,geograficos/panorama_geografico/sinan_dengue_2026_geografico_brasil.json,geograficos/panorama_geografico/sinan_dengue_2026_geografico_brasil.md,True
SINAN_DENGUE_2026_TEMPORAL_11,Comportamento temporal dos registros de dengue em Rondônia — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,11.0,Rondônia,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_11.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_11.md,True
SINAN_DENGUE_2026_TEMPORAL_12,Comportamento temporal dos registros de dengue em Acre — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,12.0,Acre,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_12.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_12.md,True
SINAN_DENGUE_2026_TEMPORAL_13,Comportamento temporal dos registros de dengue em Amazonas — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,13.0,Amazonas,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_13.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_13.md,True
SINAN_DENGUE_2026_TEMPORAL_14,Comportamento temporal dos registros de dengue em Roraima — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,14.0,Roraima,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_14.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_14.md,True
SINAN_DENGUE_2026_TEMPORAL_15,Comportamento temporal dos registros de dengue em Pará — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,15.0,Pará,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_15.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_15.md,True
SINAN_DENGUE_2026_TEMPORAL_16,Comportamento temporal dos registros de dengue em Amapá — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,16.0,Amapá,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_16.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_16.md,True
SINAN_DENGUE_2026_TEMPORAL_17,Comportamento temporal dos registros de dengue em Tocantins — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,17.0,Tocantins,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_17.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_17.md,True
SINAN_DENGUE_2026_TEMPORAL_21,Comportamento temporal dos registros de dengue em Maranhão — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,21.0,Maranhão,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_21.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_21.md,True
SINAN_DENGUE_2026_TEMPORAL_22,Comportamento temporal dos registros de dengue em Piauí — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,22.0,Piauí,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_22.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_22.md,True
SINAN_DENGUE_2026_TEMPORAL_23,Comportamento temporal dos registros de dengue em Ceará — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,23.0,Ceará,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_23.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_23.md,True
SINAN_DENGUE_2026_TEMPORAL_24,Comportamento temporal dos registros de dengue em Rio Grande do Norte — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,24.0,Rio Grande do Norte,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_24.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_24.md,True
SINAN_DENGUE_2026_TEMPORAL_25,Comportamento temporal dos registros de dengue em Paraíba — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,25.0,Paraíba,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_25.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_25.md,True
SINAN_DENGUE_2026_TEMPORAL_26,Comportamento temporal dos registros de dengue em Pernambuco — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,26.0,Pernambuco,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_26.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_26.md,True
SINAN_DENGUE_2026_TEMPORAL_27,Comportamento temporal dos registros de dengue em Alagoas — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,27.0,Alagoas,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_27.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_27.md,True
SINAN_DENGUE_2026_TEMPORAL_28,Comportamento temporal dos registros de dengue em Sergipe — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,28.0,Sergipe,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_28.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_28.md,True
SINAN_DENGUE_2026_TEMPORAL_29,Comportamento temporal dos registros de dengue em Bahia — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,29.0,Bahia,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_29.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_29.md,True
SINAN_DENGUE_2026_TEMPORAL_31,Comportamento temporal dos registros de dengue em Minas Gerais — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,31.0,Minas Gerais,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_31.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_31.md,True
SINAN_DENGUE_2026_TEMPORAL_32,Comportamento temporal dos registros de dengue em Espírito Santo — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,32.0,Espírito Santo,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_32.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_32.md,True
SINAN_DENGUE_2026_TEMPORAL_33,Comportamento temporal dos registros de dengue em Rio de Janeiro — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,33.0,Rio de Janeiro,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_33.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_33.md,True
SINAN_DENGUE_2026_TEMPORAL_35,Comportamento temporal dos registros de dengue em São Paulo — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,35.0,São Paulo,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_35.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_35.md,True
SINAN_DENGUE_2026_TEMPORAL_41,Comportamento temporal dos registros de dengue em Paraná — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,41.0,Paraná,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_41.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_41.md,True
SINAN_DENGUE_2026_TEMPORAL_42,Comportamento temporal dos registros de dengue em Santa Catarina — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,42.0,Santa Catarina,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_42.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_42.md,True
SINAN_DENGUE_2026_TEMPORAL_43,Comportamento temporal dos registros de dengue em Rio Grande do Sul — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,43.0,Rio Grande do Sul,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_43.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_43.md,True
SINAN_DENGUE_2026_TEMPORAL_50,Comportamento temporal dos registros de dengue em Mato Grosso do Sul — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,50.0,Mato Grosso do Sul,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_50.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_50.md,True
SINAN_DENGUE_2026_TEMPORAL_51,Comportamento temporal dos registros de dengue em Mato Grosso — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,51.0,Mato Grosso,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_51.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_51.md,True
SINAN_DENGUE_2026_TEMPORAL_52,Comportamento temporal dos registros de dengue em Goiás — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,52.0,Goiás,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_52.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_52.md,True
SINAN_DENGUE_2026_TEMPORAL_53,Comportamento temporal dos registros de dengue em Distrito Federal — 2026,temporal,perfil_temporal_uf,SINAN,dengue,2026,53.0,Distrito Federal,,1.0,34.0,,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_53.json,temporais/comportamento_por_uf/sinan_dengue_2026_temporal_53.md,True
SINAN_DENGUE_2026_TEMPORAL_BRASIL,Panorama temporal dos registros de dengue no Brasil — 2026,temporal,panorama_temporal_nacional,SINAN,dengue,2026,,,,1.0,34.0,,temporais/panorama_temporal/sinan_dengue_2026_temporal_brasil.json,temporais/panorama_temporal/sinan_dengue_2026_temporal_brasil.md,True
SINAN_DENGUE_2026_SOROTIPOS_BRASIL,Panorama dos sorotipos de dengue no Brasil — 2026,virologico,panorama_virologico_nacional,SINAN,dengue,2026,,,,1.0,34.0,34.0,virologicas/panorama_sorotipos/sinan_dengue_2026_sorotipos_brasil.json,virologicas/panorama_sorotipos/sinan_dengue_2026_sorotipos_brasil.md,True
SINAN_DENGUE_2026_VIROLOGICO_11,Sorotipos de dengue em Rondônia - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,11.0,Rondônia,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_11.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_11.md,True
SINAN_DENGUE_2026_VIROLOGICO_12,Sorotipos de dengue em Acre - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,12.0,Acre,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_12.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_12.md,True
SINAN_DENGUE_2026_VIROLOGICO_13,Sorotipos de dengue em Amazonas - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,13.0,Amazonas,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_13.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_13.md,True
SINAN_DENGUE_2026_VIROLOGICO_14,Sorotipos de dengue em Roraima - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,14.0,Roraima,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_14.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_14.md,True
SINAN_DENGUE_2026_VIROLOGICO_15,Sorotipos de dengue em Pará - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,15.0,Pará,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_15.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_15.md,True
SINAN_DENGUE_2026_VIROLOGICO_16,Sorotipos de dengue em Amapá - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,16.0,Amapá,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_16.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_16.md,True
SINAN_DENGUE_2026_VIROLOGICO_17,Sorotipos de dengue em Tocantins - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,17.0,Tocantins,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_17.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_17.md,True
SINAN_DENGUE_2026_VIROLOGICO_21,Sorotipos de dengue em Maranhão - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,21.0,Maranhão,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_21.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_21.md,True
SINAN_DENGUE_2026_VIROLOGICO_22,Sorotipos de dengue em Piauí - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,22.0,Piauí,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_22.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_22.md,True
SINAN_DENGUE_2026_VIROLOGICO_23,Sorotipos de dengue em Ceará - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,23.0,Ceará,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_23.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_23.md,True
SINAN_DENGUE_2026_VIROLOGICO_24,Sorotipos de dengue em Rio Grande do Norte - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,24.0,Rio Grande do Norte,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_24.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_24.md,True
SINAN_DENGUE_2026_VIROLOGICO_25,Sorotipos de dengue em Paraíba - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,25.0,Paraíba,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_25.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_25.md,True
SINAN_DENGUE_2026_VIROLOGICO_26,Sorotipos de dengue em Pernambuco - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,26.0,Pernambuco,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_26.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_26.md,True
SINAN_DENGUE_2026_VIROLOGICO_27,Sorotipos de dengue em Alagoas - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,27.0,Alagoas,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_27.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_27.md,True
SINAN_DENGUE_2026_VIROLOGICO_28,Sorotipos de dengue em Sergipe - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,28.0,Sergipe,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_28.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_28.md,True
SINAN_DENGUE_2026_VIROLOGICO_29,Sorotipos de dengue em Bahia - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,29.0,Bahia,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_29.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_29.md,True
SINAN_DENGUE_2026_VIROLOGICO_31,Sorotipos de dengue em Minas Gerais - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,31.0,Minas Gerais,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_31.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_31.md,True
SINAN_DENGUE_2026_VIROLOGICO_32,Sorotipos de dengue em Espírito Santo - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,32.0,Espírito Santo,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_32.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_32.md,True
SINAN_DENGUE_2026_VIROLOGICO_33,Sorotipos de dengue em Rio de Janeiro - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,33.0,Rio de Janeiro,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_33.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_33.md,True
SINAN_DENGUE_2026_VIROLOGICO_35,Sorotipos de dengue em São Paulo - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,35.0,São Paulo,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_35.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_35.md,True
SINAN_DENGUE_2026_VIROLOGICO_41,Sorotipos de dengue em Paraná - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,41.0,Paraná,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_41.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_41.md,True
SINAN_DENGUE_2026_VIROLOGICO_42,Sorotipos de dengue em Santa Catarina - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,42.0,Santa Catarina,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_42.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_42.md,True
SINAN_DENGUE_2026_VIROLOGICO_43,Sorotipos de dengue em Rio Grande do Sul - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,43.0,Rio Grande do Sul,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_43.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_43.md,True
SINAN_DENGUE_2026_VIROLOGICO_50,Sorotipos de dengue em Mato Grosso do Sul - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,50.0,Mato Grosso do Sul,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_50.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_50.md,True
SINAN_DENGUE_2026_VIROLOGICO_51,Sorotipos de dengue em Mato Grosso - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,51.0,Mato Grosso,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_51.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_51.md,True
SINAN_DENGUE_2026_VIROLOGICO_52,Sorotipos de dengue em Goiás - 2026,virologico,perfil_virologico_uf,SINAN,dengue,2026,52.0,Goiás,,1.0,34.0,34.0,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_52.json,virologicas/sorotipos_por_uf/sinan_dengue_2026_virologico_52.md,True
